,genus,genus_count,effector_count,effectors
3707,Crouania,1,1,92
3729,Pseudodiaptomus,1,1,100
3620,Xenococcus,1,1,94
3619,Alsobacter,1,1,94
3248,Cryphonectria,1,1,77
3618,Halogeometricum,1,1,94
3249,Hesperophylax,1,1,77
3617,Tateyamaria,1,1,94
3708,Sinosporangium,1,1,92
3762,Oleibacter,1,1,100
3142,Zhaonella,1,1,70
3616,Natranaeroarchaeum,1,1,94
3615,Skermanella,1,1,94
3141,Hahellaceae,1,1,70
3253,Pagurus,1,1,78
3614,Cyamopsis,1,1,94
3254,Maioricimonas,1,1,78
3140,Propionispora,1,1,70
3450,Pyrenopeziza,1,1,85
3256,Novipirellula,1,1,78
3257,Jacana,1,1,78
3258,Alaudala,1,1,78
340,Roseiconus,1,1,1
3621,Steroidobacteraceae,1,1,94
3214,Verrucosispora,1,1,76
3215,Acidipropionibacterium,1,1,76
3772,Azumapecten,1,1,100
3174,Eggerthella,1,1,73
3699,Bradyrhizobiaceae,1,1,92
514,Trypoxylus,1,1,1
3469,Garciella,1,1,85
3672,Scadoxus,1,1,92
3771,Cuspidothrix,1,1,100
3671,Didymium,1,1,92
3770,Lentisphaerales,1,1,100
3704,Pseudenhygromyxa,1,1,92
3468,Sedimentibacter,1,1,85
3685,Lympha,1,1,92
3670,Bizionia,1,1,92
3769,Eucampia,1,1,100
3705,Hapalosiphonaceae,1,1,92
3706,Romboutsia,1,1,92
3669,Lithothamnion,1,1,92
506,Casuarius,1,1,1
3686,Laurenciella,1,1,92
3182,Ampulex,1,1,73
3668,Bellilinea,1,1,92
3667,Platysiphonia,1,1,92
3666,Melanothamnus,1,1,92
3184,Aminobacter,1,1,73
3673,Liagoropsis,1,1,92
517,Zygnema,1,1,1
3664,Asterochloris,1,1,92
518,Parafilimonas,1,1,1
3682,Flintiella,1,1,92
3773,Marinilabilia,1,1,100
3683,Yamadaella,1,1,92
3700,Leptosiphonia,1,1,92
3162,Aurantimonas,1,1,73
3163,Streptosporangiales,1,1,73
3702,Enhygromyxa,1,1,92
531,Enterobacteriaceae,1,1,1
3680,Phaeobacter,1,1,92
3679,Tistrella,1,1,92
3775,Oceanidesulfovibrio,1,1,100
3472,Acutalibacter,1,1,85
3471,Lihuaxuella,1,1,85
3678,Haliscomenobacter,1,1,92
3677,Rhodochaete,1,1,92
3684,sediment,1,1,92
3676,Chondria,1,1,92
3470,Faecalicatena,1,1,85
3170,Sterolibacterium,1,1,73
3703,Salsuginibacillus,1,1,92
3675,Thorea,1,1,92
3171,Reyranella,1,1,73
3674,Telmatospirillum,1,1,92
3665,Tepidimonas,1,1,92
3663,Labrys,1,1,92
3643,Marinobacterium,1,1,94
3654,Microscillaceae,1,1,95
3488,Lissorhoptrus,1,1,90
3652,Marinovum,1,1,95
3279,Chitinophagales,1,1,79
3463,Actinocorallia,1,1,85
558,Pararhodobacter,1,1,1
3146,Anseongella,1,1,70
3650,Pseudoclavibacter,1,1,95
3649,Compostimonas,1,1,95
3648,Verruconis,1,1,95
3209,Halalkalibaculum,1,1,76
3690,Gracilaria,1,1,92
3768,Desulfohalobium,1,1,100
3489,Melanopsichium,1,1,90
3490,Dirofilaria,1,1,90
3462,Caminicella,1,1,85
3211,Algibacter,1,1,76
3491,Enhydrobacter,1,1,90
3212,Auraticoccus,1,1,76
3213,Plantactinospora,1,1,76
3644,Oshimavirus,1,1,94
559,Halocynthia,1,1,1
3474,Scopulibacillus,1,1,85
3774,Bathycoccus,1,1,100
3653,Boseongicola,1,1,95
3204,Nicator,1,1,76
3186,Uromyces,1,1,73
3203,Symbiotic,1,1,76
3187,Thermoanaerobacteraceae,1,1,74
3687,Tautonia,1,1,92
3188,Glomus,1,1,74
3688,Sulfodiicoccus,1,1,92
3189,Anaerobacterium,1,1,74
3662,Peptoclostridium,1,1,92
3467,Quadrisphaera,1,1,85
3151,Macellibacteroides,1,1,70
3465,Halosaccharopolyspora,1,1,85
491,Microcebus,1,1,1
3194,Tenuifilum,1,1,76
3150,Fluviibacter,1,1,70
3464,Nitriliruptorales,1,1,85
553,Dokdonella,1,1,1
3689,Alca,1,1,92
3659,Ponticoccus,1,1,95
3197,Cytospora,1,1,76
3198,Moelleriella,1,1,76
3658,Marinibacterium,1,1,95
3657,Cystobacter,1,1,95
3200,Nguyenibacter,1,1,76
3656,Citricoccus,1,1,95
3201,Gaetbulibacter,1,1,76
3651,Pelagibacteraceae,1,1,95
3506,Oceanibaculum,1,1,90
3601,Glycomyces,1,1,94
3746,Lutispora,1,1,100
3549,Trittame,1,1,93
3370,Hyperthermus,1,1,81
3548,Vireo,1,1,93
3747,Elstera,1,1,100
3547,Sutcliffiella,1,1,93
3505,Euphorbia,1,1,90
3717,Aquiflexum,1,1,92
3427,Propionibacterium,1,1,85
398,Huperzia,1,1,1
282,Cardinium,1,1,1
3426,Podophyllum,1,1,85
3373,Methanothermus,1,1,81
3374,Sanguibacter,1,1,81
3550,Oxyruncus,1,1,93
3745,Aquincola,1,1,100
3375,Thermoflavifilum,1,1,81
3376,Jonesia,1,1,81
3744,Kineothrix,1,1,100
3377,Pararcticibacter,1,1,81
3378,Parapusillimonas,1,1,81
3743,Paludifilum,1,1,100
3425,Peduovirus,1,1,85
3379,Physocyclus,1,1,81
3742,Tardiphaga,1,1,100
3716,Microbacter,1,1,92
3381,Pseudofulvimonas,1,1,81
3369,Thermostichus,1,1,81
400,Dasypus,1,1,1
3732,Catenibacterium,1,1,100
3502,Hyoscyamus,1,1,90
275,Glaciibacter,1,1,1
3352,Desulfurobacterium,1,1,81
3499,Neorhizobium,1,1,90
3560,Rhopalosiphum,1,1,93
3559,Quiscalus,1,1,93
3558,Plodia,1,1,93
3354,Piscirickettsia,1,1,81
3355,Labedaea,1,1,81
3557,Phoma,1,1,93
3500,Povalibacter,1,1,90
3357,Pseudolysobacter,1,1,81
3501,Meira,1,1,90
3359,Geothermobacter,1,1,81
3551,Torpedo,1,1,93
3503,Hypomyces,1,1,90
413,Echinops,1,1,1
410,Nephroselmis,1,1,1
3362,Desulfobacca,1,1,81
3363,Marvinbryantia,1,1,81
3555,Loxostege,1,1,93
3504,Laternula,1,1,90
3713,Thielaviopsis,1,1,92
3554,Elachura,1,1,93
3553,Ictidomys,1,1,93
3552,Renilla,1,1,93
3748,Psychrosphaera,1,1,100
394,Neofelis,1,1,1
3384,Schlegelella,1,1,81
3280,Aquicella,1,1,79
3512,Sinobacterium,1,1,90
3737,Oxobacter,1,1,100
3516,Forficula,1,1,90
3736,Rivularia,1,1,100
3417,Desulfuromusa,1,1,85
3735,Caproiciproducens,1,1,100
3416,Viridibacillus,1,1,85
3515,Propylea,1,1,90
3734,Elaphomyces,1,1,100
3415,Mycobacteriaceae,1,1,85
3733,Haloglomus,1,1,100
3697,Bulboplastis,1,1,92
3513,Xylona,1,1,90
3511,Cellvibrionaceae,1,1,90
355,Laceyella,1,1,1
3510,Sulfurirhabdus,1,1,90
3412,Methyloglobulus,1,1,85
3509,Phytomonas,1,1,90
3508,Antechinus,1,1,90
3411,Halothiobacillus,1,1,85
3507,Albimonas,1,1,90
3404,Dehalobacter,1,1,85
3405,Rhodobium,1,1,85
3406,Thiolapillus,1,1,85
3407,Shorea,1,1,85
3408,Nitrolancea,1,1,85
3409,Zobellella,1,1,85
3517,Dermanyssus,1,1,90
3419,Anisandrus,1,1,85
3385,Haladaptatus,1,1,81
3738,Stappia,1,1,100
3741,Dethiosulfatibacter,1,1,100
3714,Fibrella,1,1,92
3387,Reinekea,1,1,82
3538,Osmerus,1,1,91
3715,Superficieibacter,1,1,92
3537,Ceyx,1,1,91
3740,Qingshengfaniella,1,1,100
3739,Cognatishimia,1,1,100
3536,Flaviaesturariibacter,1,1,91
3422,Dissulfuribacter,1,1,85
3534,Rupicapra,1,1,91
3388,Nanohaloarchaea,1,1,82
3533,Epicoccum,1,1,90
3520,Microcoleaceae,1,1,90
3531,Hwanghaeella,1,1,90
3530,Polycyclovorans,1,1,90
3420,Marichromatium,1,1,85
3528,Epibacterium,1,1,90
3527,Bombella,1,1,90
3526,Prosthecomicrobium,1,1,90
3525,Mayetiola,1,1,90
384,Lentimonas,1,1,1
3524,Phyllobacterium,1,1,90
3523,Planktomarina,1,1,90
3522,Baudoinia,1,1,90
3521,Fluviispira,1,1,90
3351,Thermosulfuriphilus,1,1,81
416,Carollia,1,1,1
3349,Dissulfurispira,1,1,81
3590,Limnoglobus,1,1,94
3593,Corallincola,1,1,94
3442,Undibacterium,1,1,85
3297,Raoultella,1,1,79
3592,Canavalia,1,1,94
3298,Laparus,1,1,79
3299,Rondotia,1,1,79
3759,Kordiimonas,1,1,100
3441,Secundilactobacillus,1,1,85
3300,Marinilabiliaceae,1,1,79
3301,Aliifodinibius,1,1,79
3591,Occultella,1,1,94
3302,Mitosporidium,1,1,79
3589,Methanomicrobiales,1,1,94
3495,Pseudacidovorax,1,1,90
438,Chromis,1,1,1
3588,Thamnidium,1,1,94
3306,Anasa,1,1,79
3308,Paramicrosporidium,1,1,79
3309,Mangrovimonas,1,1,79
3310,Belliella,1,1,79
3311,Pimpla,1,1,79
3439,Alkalitalea,1,1,85
3312,Vittaforma,1,1,79
3313,Hamiltosporidium,1,1,79
3587,Consotaella,1,1,94
3586,Corynebacteriales,1,1,94
3594,Persicimonas,1,1,94
3295,Neocloeon,1,1,79
3348,Malonomonas,1,1,81
3288,Arsenicibacter,1,1,79
3281,Coxiellaceae,1,1,79
3600,Sinomonas,1,1,94
3284,Stenotrophobium,1,1,79
3285,Callinectes,1,1,79
3710,Cetobacterium,1,1,92
3492,Sarcophaga,1,1,90
3761,Pollutimonas,1,1,100
3410,Syntrophorhabdus,1,1,85
3599,Macrophthalmus,1,1,94
3286,Bradymonadales,1,1,79
3446,Anaerotignum,1,1,85
3598,Intrasporangiaceae,1,1,94
3289,Nosema,1,1,79
3294,Carboxylicivirga,1,1,79
3760,Leadbettera,1,1,100
271,Frondihabitans,1,1,1
3493,Nioella,1,1,90
3711,Plenodomus,1,1,92
3291,Belgica,1,1,79
3292,Seonamhaeicola,1,1,79
3597,Actinobaculum,1,1,94
3596,Ohtaekwangia,1,1,94
3595,Rhodocyclales,1,1,94
3443,Thermincola,1,1,85
3293,Halogranum,1,1,79
3494,Griffithsia,1,1,90
3316,Dactylorhiza,1,1,79
3317,Ameyamaea,1,1,79
3318,Testicularia,1,1,79
3751,Youngiibacter,1,1,100
3755,Aequoribacter,1,1,100
3574,Peptidiphaga,1,1,94
3573,Mobilicoccus,1,1,94
3754,SAR11,1,1,100
3572,Hwanghaeicola,1,1,94
3731,Pusillibacter,1,1,100
3753,Halobaculum,1,1,100
3571,Hydrogenibacillus,1,1,94
3570,Dorea,1,1,94
3752,Quisquiliibacterium,1,1,100
3336,Olivibacter,1,1,81
3337,Umezawaea,1,1,81
3338,Lewinella,1,1,81
3585,Staphylothermus,1,1,94
3568,Pelobium,1,1,94
3750,Terasakiispira,1,1,100
3340,Bdellovibrionaceae,1,1,81
3341,hot,1,1,81
3342,Pelagovum,1,1,81
3343,Inquilinus,1,1,81
3749,Celeribacter,1,1,100
3432,Microthlaspi,1,1,85
3431,Mesoaciditoga,1,1,85
3430,Geomicrobium,1,1,85
3498,Martelella,1,1,90
3428,Bernardetia,1,1,85
434,Halovenus,1,1,1
3434,Endomicrobium,1,1,85
3575,Lysinibacter,1,1,94
436,Ruania,1,1,1
3319,Pelagerythrobacter,1,1,79
3320,Neoasaia,1,1,79
3584,Motilibacter,1,1,94
3712,Oceanispirochaeta,1,1,92
3758,Actinomycetales,1,1,100
3496,Oecophyllibacter,1,1,90
325,Caldisalinibacter,1,1,1
3321,Tanticharoenia,1,1,79
3583,Humidesulfovibrio,1,1,94
3323,Hanamia,1,1,79
3437,Citreicella,1,1,85
3324,Salinicola,1,1,79
3757,Veillonella,1,1,100
3325,Siccibacter,1,1,79
3326,Sorangiineae,1,1,79
3581,Acidithrix,1,1,94
3580,Glutamicibacter,1,1,94
3756,Thalassococcus,1,1,100
3436,Hydrocoleum,1,1,85
3579,Mycolicibacter,1,1,94
3327,Holothuria,1,1,79
3578,Arachnia,1,1,94
3577,Brachybacterium,1,1,94
3576,Marinilactibacillus,1,1,94
3435,Lacisediminihabitans,1,1,85
3698,Acidilobus,1,1,92
2882,Zooshikella,1,1,58
3133,Tityus,1,1,70
1677,Rikenella,1,1,15
2356,Fundidesulfovibrio,1,1,38
2355,Dethiobacter,1,1,38
2354,Paeniglutamicibacter,1,1,38
2352,Caldicoprobacter,1,1,38
2351,Mitsuaria,1,1,38
1608,Umbellularia,1,1,15
2349,Otariodibacter,1,1,38
2348,Subtercola,1,1,38
1609,Runella,1,1,15
2342,Archangium,1,1,38
2340,Sphingosinithalassobacter,1,1,38
1620,Sinimarinibacterium,1,1,15
2336,Leptonema,1,1,38
2335,Croceitalea,1,1,38
2333,Hallerella,1,1,38
2332,Anaeromicrobium,1,1,38
2331,Emmonsia,1,1,38
1605,Ammoniphilus,1,1,15
2362,Desulfotomaculum,1,1,38
2364,Halonotius,1,1,38
2378,Dolosigranulum,1,1,38
1583,Magnetovibrio,1,1,15
2389,Sulfurifustis,1,1,38
2386,Gillisia,1,1,38
1587,Sutterella,1,1,15
1592,Waddliaceae,1,1,15
1593,Ichthyobacterium,1,1,15
1595,Thermosporothrix,1,1,15
1597,Fritillaria,1,1,15
2367,Albitalea,1,1,38
1599,Bermanella,1,1,15
2375,Felicola,1,1,38
2374,Manihot,1,1,38
2373,Apilactobacillus,1,1,38
2372,Labilibaculum,1,1,38
2369,Alicycliphilus,1,1,38
2368,Jejuia,1,1,38
2329,Amedibacillus,1,1,38
1624,Parvularcula,1,1,15
1627,Euzebyella,1,1,15
2268,Rickenella,1,1,32
1656,Crenothrix,1,1,15
1661,Peptostreptococcaceae,1,1,15
2277,Plicaturopsis,1,1,32
1666,Desulforhopalus,1,1,15
2272,Edhazardia,1,1,32
1667,Kaistella,1,1,15
2269,[Pseudomonas],1,1,32
1669,Triparma,1,1,15
2290,Alkalibacillus,1,1,32
2266,Kordiimonadales,1,1,32
2264,Uria,1,1,32
2261,Thermocladium,1,1,32
2259,Salisediminibacterium,1,1,32
1676,Pyxidicoccus,1,1,15
2256,Parendozoicomonas,1,1,32
2255,Barrientosiimonas,1,1,32
1655,Kurthia,1,1,15
1652,Aquibacillus,1,1,15
1628,Chania,1,1,15
1642,Desmospora,1,1,15
1629,Hansschlegelia,1,1,15
2321,Canine,1,1,35
2320,Mammalian,1,1,35
1633,Cocleimonas,1,1,15
1636,Chlorobiaceae,1,1,15
1641,Anaerospora,1,1,15
2311,Ardenticatenia,1,1,32
2309,Lachnotalea,1,1,32
2292,Pseudopuniceibacterium,1,1,32
2306,Plasticicumulans,1,1,32
1644,Cycloclasticus,1,1,15
2304,actinobacterium,1,1,32
1645,Sediminihaliea,1,1,15
2300,Salibacter,1,1,32
2298,Rhinocladiella,1,1,32
1648,beta,1,1,15
2392,Saccharum,1,1,38
2393,Acorus,1,1,38
2395,Ceratophyllum,1,1,38
2501,Phormia,1,1,41
2510,Habrobracon,1,1,41
2509,Hylamorpha,1,1,41
2507,Aethina,1,1,41
1479,Fertoeibacter,1,1,11
1481,Parasporobacterium,1,1,11
2503,Cybister,1,1,41
1483,Seongchinamella,1,1,11
2500,Maruca,1,1,41
2512,AKR,1,1,41
2499,Anastrepha,1,1,41
2494,Altererythrobacter,1,1,41
2492,Rous,1,1,41
2491,Gulbenkiania,1,1,41
1485,Desulfopila,1,1,11
2471,Thermosulfurimonas,1,1,40
1549,Desulfobacterium,1,1,15
2511,Pterocomma,1,1,41
1478,Haematospirillum,1,1,11
1550,Pontibacillus,1,1,15
1465,Butyricimonas,1,1,11
2544,Ciccaba,1,1,46
1448,Desulfobacula,1,1,11
2542,Phainopepla,1,1,46
1449,Desulfoprunum,1,1,11
1450,Desulfobotulus,1,1,11
2535,Elphidium,1,1,43
1464,Sanguibacteroides,1,1,11
1468,Ketobacter,1,1,11
2514,Cryptosporangium,1,1,42
1469,Pararhodospirillum,1,1,11
2526,Chromatiaceae,1,1,43
2525,Aequorea,1,1,43
2523,Beroe,1,1,43
2522,Obelia,1,1,43
2521,Grammatophora,1,1,43
1475,Cobetia,1,1,11
2467,Enterovirga,1,1,40
2462,Mouse,1,1,40
1578,Mitsuokella,1,1,15
2405,Olimarabidopsis,1,1,38
2412,Pelargonium,1,1,38
2411,Lepidium,1,1,38
1577,Mesonia,1,1,15
2409,Arabis,1,1,38
2408,Amborella,1,1,38
2407,Trachelium,1,1,38
2406,Guizotia,1,1,38
2404,Carica,1,1,38
2414,Nitrosopumilaceae,1,1,38
2403,Phalaenopsis,1,1,38
2402,Piper,1,1,38
2401,Aethionema,1,1,38
2400,Agrostis,1,1,38
2399,Ranunculus,1,1,38
2398,Platanus,1,1,38
2397,Illicium,1,1,38
1576,Paralcaligenes,1,1,15
2418,Scytalopus,1,1,38
2461,Rhodopila,1,1,40
2444,Patiriisocius,1,1,38
1554,Nitrospinaceae,1,1,15
2454,Hirudo,1,1,40
2453,Pseudaminobacter,1,1,40
2452,Silvanigrella,1,1,40
2451,Sulfuricaulis,1,1,40
1555,Arsenophonus,1,1,15
2447,Rhopalurus,1,1,39
2432,Kordia,1,1,38
2421,Caenispirillum,1,1,38
1570,Exilibacterium,1,1,15
2429,Pedicinus,1,1,38
2428,Ktedonosporobacter,1,1,38
1573,Pseudomaricurvus,1,1,15
2425,Bucorvus,1,1,38
2423,Parascardovia,1,1,38
2422,Halomonadaceae,1,1,38
2253,Sphingomonadaceae,1,1,32
1680,Steroidobacter,1,1,15
1446,Desulfobacter,1,1,11
1681,Roseococcus,1,1,15
2079,Meridianimarinicoccus,1,1,24
2078,Lautropia,1,1,24
1896,Frigidibacter,1,1,24
2074,Paenirhodobacter,1,1,24
1899,Holophagaceae,1,1,24
1900,Gracilinema,1,1,24
1906,Magnetofaba,1,1,24
2067,Zasmidium,1,1,24
1909,Pradoshia,1,1,24
2065,Methanophagales,1,1,24
2064,Propioniciclava,1,1,24
1910,Desulfomonile,1,1,24
2061,Frankineae,1,1,24
2060,Caldora,1,1,24
1914,Infirmifilum,1,1,24
1918,Halarsenatibacter,1,1,24
2056,Prolixibacter,1,1,24
1894,Collimonas,1,1,24
2084,Streptoalloteichus,1,1,24
2086,Williamsoniiplasma,1,1,24
1834,Pseudogulbenkiania,1,1,22
2121,Schmidtea,1,1,29
1828,Thermoanaerobacterales,1,1,22
1830,Halobacteria,1,1,22
2118,Naja,1,1,29
2116,Succiniclasticum,1,1,29
2115,Anaeroplasma,1,1,29
2114,Salinadaptatus,1,1,29
2111,Singulisphaera,1,1,29
2090,Pseudoflavonifractor,1,1,24
1836,Alishewanella,1,1,22
2109,Ichthyosaura,1,1,29
1840,Acidiferrobacteraceae,1,1,22
1841,Leeuwenhoekiella,1,1,22
1843,Vulcanisaeta,1,1,22
2092,Desulfomicrobiaceae,1,1,24
2091,Syrrhaptes,1,1,24
2054,Sinirhodobacter,1,1,24
2053,Pseudooceanicola,1,1,24
1924,Ottowia,1,1,24
1976,Geobacteraceae,1,1,24
1965,Lysinimonas,1,1,24
1969,Zopfia,1,1,24
2012,Aestuariispira,1,1,24
2010,Krasilnikovia,1,1,24
1973,Cryptobacterium,1,1,24
1974,Haloplasma,1,1,24
2004,Planomicrobium,1,1,24
2001,Shimwellia,1,1,24
2024,Desertifilum,1,1,24
1980,Microdochium,1,1,24
1981,Rubellimicrobium,1,1,24
1982,Planctomonas,1,1,24
1993,Conchiformibius,1,1,24
1984,Filobacillus,1,1,24
1985,Salinigranum,1,1,24
1990,Conexibacter,1,1,24
1954,Syntrophobacteraceae,1,1,24
1950,Carideicomes,1,1,24
2049,Labrenzia,1,1,24
2038,Neochlamydia,1,1,24
1925,Abyssicoccus,1,1,24
1927,Allostreptomyces,1,1,24
2045,Marinococcus,1,1,24
2044,Microbispora,1,1,24
1930,Ectothiorhodospira,1,1,24
2042,Actinospica,1,1,24
1931,Chthonomonas,1,1,24
1934,Zoogloeaceae,1,1,24
2026,Yoonia,1,1,24
2035,Ceratotherium,1,1,24
1936,Eutrema,1,1,24
1938,Bryobacteraceae,1,1,24
2032,Phoca,1,1,24
2031,Mirounga,1,1,24
1947,Alloactinosynnema,1,1,24
2028,Lacinutrix,1,1,24
2123,Protobothrops,1,1,29
2124,Lachesis,1,1,29
2125,Crotalus,1,1,29
1725,Pontimonas,1,1,15
1713,Cyclophora,1,1,15
2214,Pseudopleuronectes,1,1,32
2213,Allobranchiibius,1,1,32
1714,Urbifossiella,1,1,15
1715,BD1-7,1,1,15
1716,Rhodocytophaga,1,1,15
1722,Pseudorhizobium,1,1,15
2205,Saccharata,1,1,32
2218,Massariosphaeria,1,1,32
2204,Tetrapisispora,1,1,32
1726,Allisonella,1,1,15
2202,Geospiza,1,1,32
2199,Gyrinus,1,1,32
2198,Jiulongibacter,1,1,32
2196,Hanseniaspora,1,1,32
1731,Marinospirillum,1,1,15
2217,Andes,1,1,32
1710,Chamaesiphon,1,1,15
2193,Thiomonas,1,1,32
1690,Stenomitos,1,1,15
2248,Nitrososphaeraceae,1,1,32
2247,Crassaminicella,1,1,32
1684,Gallionellales,1,1,15
1685,gut,1,1,15
1687,Pseudorhodoferax,1,1,15
2238,Flexivirga,1,1,32
1688,Usitatibacter,1,1,15
2235,Circaetus,1,1,32
2220,Myroides,1,1,32
1692,Thermoleptolyngbya,1,1,15
2231,Methanomethylovorans,1,1,32
1694,Fischerella,1,1,15
2229,Thiohalobacter,1,1,32
1707,Richelia,1,1,15
2222,Phormidesmis,1,1,32
1709,Alkalinema,1,1,15
2194,Synergistales,1,1,32
1733,Cruoricaptor,1,1,15
2126,Cerrophidion,1,1,29
2141,Sylvilagus,1,1,30
1787,Craspedostauros,1,1,19
1790,Casadabanvirus,1,1,19
1794,Halioglobus,1,1,21
1795,Nordella,1,1,21
2147,Coprothermobacter,1,1,30
1801,Acidomyces,1,1,21
1809,Sodiomyces,1,1,21
1810,Pseudocitrobacter,1,1,21
1777,Desulfotruncus,1,1,16
1811,Desulfobulbus,1,1,21
2138,Limulus,1,1,30
2135,Halichoerus,1,1,29
2131,Haploplasma,1,1,29
1817,Geovibrio,1,1,21
2128,Deinopis,1,1,29
2127,Hottentotta,1,1,29
1778,Ulva,1,1,16
1775,Hirschia,1,1,15
1735,Pseudobacter,1,1,15
2179,Marsilea,1,1,32
1736,Hephaestia,1,1,15
2187,Sideroxydans,1,1,32
1741,Rhodoplanes,1,1,15
1742,Flavilitoribacter,1,1,15
2182,Bacteriovorax,1,1,32
1743,Chitinivibrio,1,1,15
2180,Pyramidobacter,1,1,32
2178,Percolomonas,1,1,32
1768,Daejeonella,1,1,15
1745,Anoxybacter,1,1,15
1747,Ferruginibacter,1,1,15
1752,Thermonema,1,1,15
1755,Oceanotoga,1,1,15
1759,Crocinitomix,1,1,15
1763,Filifactor,1,1,15
1766,Croceibacterium,1,1,15
2545,Pachyramphus,1,1,46
2548,Cephalopterus,1,1,46
3132,Trachemys,1,1,70
2863,Sulfurivirga,1,1,58
2955,Bremia,1,1,65
2953,Ramphastos,1,1,65
797,Sphaerospermopsis,1,1,4
2951,Eikenella,1,1,65
2950,Robiginitalea,1,1,65
2948,Criibacterium,1,1,65
2946,Desulfosarcina,1,1,65
2945,Asterionellopsis,1,1,65
2944,Fibroporia,1,1,65
803,Trueperaceae,1,1,4
808,Nitrosopumilales,1,1,4
809,Siphonobacter,1,1,4
2939,Natronincola,1,1,65
2937,Ramularia,1,1,65
2936,Sinocrossocheilus,1,1,65
813,Anaerobacillus,1,1,4
819,Stomatobaculum,1,1,4
788,Desulfocapsa,1,1,4
2958,Calypte,1,1,65
2959,Peronospora,1,1,65
2981,Synergistetes,1,1,66
2995,Galbibacter,1,1,66
2994,Alkalibaculum,1,1,66
2993,Alkalibacter,1,1,66
2992,Silicimonas,1,1,66
2987,Salibacterium,1,1,66
2985,Trichomonascus,1,1,66
2984,Trichococcus,1,1,66
2980,Jaapia,1,1,66
2960,Helicotheca,1,1,65
2978,Eubacteriaceae,1,1,66
741,Defluviicoccus,1,1,1
742,Ureibacillus,1,1,1
751,Halovibrio,1,1,1
757,Caulobacterales,1,1,1
758,Beutenbergia,1,1,1
759,Microvenator,1,1,1
2930,Pirellulimonas,1,1,64
2928,Calycomorphotria,1,1,64
824,Pseudosulfitobacter,1,1,4
2888,Zavarzinia,1,1,58
852,Desulfovibrionales,1,1,4
2896,Leucobacter,1,1,58
2895,Rosellinia,1,1,58
2893,Thalassoglobus,1,1,58
860,Dethiosulfatarculus,1,1,4
2890,Peptoanaerobacter,1,1,58
872,Desulfacinum,1,1,6
2887,plant,1,1,58
2903,Machaerirhynchus,1,1,58
2881,Anthoceros,1,1,58
2879,Staurastrum,1,1,58
2878,Marinisporobacter,1,1,58
2877,Deminuibacter,1,1,58
2873,Methyloprofundus,1,1,58
2872,Riemerella,1,1,58
2871,Chthoniobacterales,1,1,58
847,Oricola,1,1,4
2904,Fusobacteriia,1,1,58
2925,Nitrososphaerales,1,1,64
2916,Leclercia,1,1,58
2924,Methanolobus,1,1,64
2923,Perkinsela,1,1,64
2922,Pelosinus,1,1,64
2920,Schinkia,1,1,58
829,Ardenticatena,1,1,4
2918,Methanomassiliicoccus,1,1,58
832,Jiella,1,1,4
834,Coleofasciculus,1,1,4
2905,Patulibacter,1,1,58
2913,Palleronia,1,1,58
2912,Estrella,1,1,58
2911,Pirellulaceae,1,1,58
2910,Methylocystaceae,1,1,58
2909,Robiginitomaculum,1,1,58
2908,Halalkalibacillus,1,1,58
2907,Leptospirillum,1,1,58
2996,Zophobihabitans,1,1,66
2998,Chthonomonadales,1,1,66
719,Homoserinimonas,1,1,1
3087,Methanothrix,1,1,70
3098,Methylocucumis,1,1,70
3097,Ekhidna,1,1,70
3094,Methanobacteriaceae,1,1,70
3093,Secale,1,1,70
3092,Methanobacteriales,1,1,70
3090,Nodularia,1,1,70
3088,Halodesulfovibrio,1,1,70
592,Imhoffiella,1,1,1
3102,Brevefilum,1,1,70
3084,Denitrovibrio,1,1,70
3083,Mucispirillum,1,1,70
3082,Christensenella,1,1,70
3080,Thiocapsa,1,1,70
593,Pigmentiphaga,1,1,1
596,Thermanaerosceptrum,1,1,1
597,Entomobacter,1,1,1
3101,Chloroflexales,1,1,70
3103,Sinobacteraceae,1,1,70
603,Agreia,1,1,1
3120,Costertonia,1,1,70
3130,Haloterrigena,1,1,70
574,Micromonosporaceae,1,1,1
3128,Alteribacillus,1,1,70
3127,Kangiellaceae,1,1,70
3124,Flectobacillus,1,1,70
3123,Ignicoccus,1,1,70
3122,Deferribacter,1,1,70
3116,Ethanoligenens,1,1,70
3105,Chlorobi,1,1,70
3115,Wenjunlia,1,1,70
3113,Saliterribacillus,1,1,70
3112,Bhargavaea,1,1,70
3111,Oceaniferula,1,1,70
3108,Euhalothece,1,1,70
3107,Oryzihumus,1,1,70
3106,Paracidobacterium,1,1,70
599,Anderseniella,1,1,1
614,Gallionellaceae,1,1,1
3002,Paucihalobacter,1,1,66
3021,Emcibacter,1,1,66
3031,Cecembia,1,1,66
3030,Ficus,1,1,66
3029,Desulfurella,1,1,66
3028,Physarum,1,1,66
3025,Psittacicella,1,1,66
682,Nesospiza,1,1,1
3022,Coriobacteriia,1,1,66
3020,Haloferula,1,1,66
3034,Hebeloma,1,1,66
687,Atopobium,1,1,1
696,Phytomonospora,1,1,1
707,Shimazuella,1,1,1
3012,Gymnochlora,1,1,66
714,Pluvianellus,1,1,1
3007,Autographa,1,1,66
718,Lutimaribacter,1,1,1
3033,Phnomibacter,1,1,66
671,Kytococcus,1,1,1
617,Methanoplanus,1,1,1
3050,Alienimonas,1,1,66
634,Plantibacter,1,1,1
